Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,output
160,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.417072864,0.403128905,31.57410804,4576.10071
581,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.509001253,0.450786211,36.88084855,6026.06365
294,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.451910565,0.430330293,33.60534043,5061.72061
660,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.421448998,0.414830175,32.16492155,4673.38052
317,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.463537294,0.417908804,34.33849206,6465.37205
715,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.460205797,0.406618165,34.33849206,5203.87681
264,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.407373541,0.382602075,31.12737627,4305.51182
609,25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.500557995,0.454160581,37.62889677,5605.221
563,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.511522719,0.471650366,39.82088488,6072.83443
353,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.529511192,0.463058596,37.90930402,6237.20605
167,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.443297352,0.413096652,32.15868546,4899.11899
614,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.487214901,0.446570029,35.93380223,5902.33288
587,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.404446048,0.404869033,31.11988062,4558.98072
597,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.40294843,0.400980125,30.87322424,4228.81888
50,25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,16,0.26,0.440365017,0.423246366,34.8499528,4898.83586
252,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.410253857,0.403129918,31.6656798,3813.16579
218,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.391964935,0.405525072,31.71791783,4112.89349
312,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.546275069,0.453338519,38.34178123,7301.10622
579,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.440365017,0.423861178,33.93441738,5221.35741
729,25,0.5,0.38,0.63,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.566319234,0.462462315,37.87903588,7219.76039
584,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.461575073,0.435203234,34.0430221,5336.97473
384,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.569713565,0.469892556,38.86811018,6717.44627
323,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.496019026,0.445284233,35.64822051,5970.68186
517,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.470593127,0.419851618,33.74349354,5916.86224
384,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.595273348,0.494164753,41.73066669,7455.41638
352,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.597060641,0.492820232,41.17642111,7071.61532
514,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.426064568,0.418732102,32.15868546,4924.35736
88,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.402052391,0.401091418,30.90686128,4234.86859
55,25,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.385021951,0.405898222,32.84923819,4737.63925
377,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.543968929,0.417947008,34.50605382,6822.97163
582,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.468921469,0.436777234,34.8499528,4999.15621
349,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.578556842,0.485912698,40.11817697,7103.50894
377,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.566319234,0.46389552,39.91734321,7502.24389
647,25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.462996546,0.417908804,33.84707944,5367.61826
122,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.467741315,0.412661872,33.84753901,5639.4452
509,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.50476135,0.430330293,34.02922281,6594.0446
94,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.449875425,0.433737787,32.79765098,5033.68556
751,25,0.5,0.38,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.541142146,0.462760521,37.55556802,6528.79888
643,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.402838656,0.406869398,31.00460557,4254.82514
678,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.447780771,0.392302807,31.23191007,5739.68029
742,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.473688611,0.435203234,34.02922281,5330.06203
716,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.581744319,0.482859526,40.86547798,7732.22522
489,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.526501878,0.449077282,41.73066669,7380.6338
10,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.396762494,0.381184884,30.79374092,3948.98691
305,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.392583006,0.397617195,30.8920749,3937.91539
275,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.534251703,0.471650366,39.58916872,6575.59267
113,12.5,0.25,0.25,0.25,0.63,86,52,71.9,62,30,50.8,16,0.26,0.596036127,0.492820232,41.21921269,7122.49056
181,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.490965919,0.444703745,35.88512085,5914.16491
710,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.49368953,0.450786211,36.95787336,5503.09583
689,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.599023157,0.469978321,37.77937909,6677.62443
527,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.430443779,0.401067837,33.3039002,4920.13663
583,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.407072571,0.401236607,30.79374092,4303.94303
530,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.507541905,0.452100321,36.96933887,6198.06496
523,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.384981338,0.394461774,29.80390835,4200.97375
23,25,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.452394363,0.413380913,32.46088718,5323.30034
101,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.49368953,0.44252903,35.6972028,6115.94707
45,12.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.342841074,0.373012567,28.41793063,3998.05416
568,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.474009658,0.43226586,34.69390641,6901.65894
737,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.59248944,0.493757519,41.21921269,7945.18784
661,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.594206083,0.491617371,41.78031158,7267.28344
319,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,16,0.26,0.582482579,0.494164753,41.05919357,7231.02778
532,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.447115975,0.424380104,33.60534043,5741.2103
464,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.320417393,0.373748945,28.55641695,3502.08292
134,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.530709113,0.424728104,35.48700839,6188.47714
603,25,0.5,0.25,0.75,0.63,86,52,71.9,62,30,50.8,16,0.26,0.454737417,0.427430828,34.62804711,5831.7066
247,12.5,0.25,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.383581787,0.399556226,30.59699446,4051.55129
324,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.527724447,0.463020067,37.3001964,6328.89332
497,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.464378945,0.406618165,33.48611213,6422.92209
211,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.557250655,0.474776543,38.60776797,7071.61532
748,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.511750776,0.453028369,36.24969463,5942.42162
424,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.583697575,0.486931048,40.57450377,7041.38018
5,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.385021951,0.392302807,29.55801912,5199.79211
691,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.519208599,0.46389552,40.86547798,7198.42285
685,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.426064568,0.403128905,32.15868546,4234.86859
726,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.523070143,0.460322355,37.90850822,6033.77856
2,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.335529768,0.388525442,29.28433587,3244.32926
724,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.488485703,0.466670798,39.08458041,5864.12845
290,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.502621602,0.430368732,35.64822051,5569.13925
50,25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,16,0.26,0.463187081,0.428118259,33.12590428,5203.87681
664,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.592156153,0.449077282,41.21921269,7888.41493
266,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.456503309,0.438612787,33.28480863,5150.94289
623,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.466279462,0.416537797,34.13758465,5313.37828
438,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.547743879,0.436376172,34.8499528,6475.89456
320,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.482854142,0.44549439,34.2854152,5755.70016
564,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.463039338,0.411271911,33.221987,5403.69852
183,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.534251703,0.468493268,37.22885567,6852.97971
455,12.5,0.25,0.38,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.594364445,0.495912854,41.82485206,7163.9441
282,12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,1,0.1,0.529163709,0.462547404,37.67828481,6589.27898
496,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.379871916,0.37718413,29.83315835,4125.75712
395,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.5561803,0.479866804,38.65350945,6801.49205
326,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.492076861,0.45807618,36.55432716,4968.60117
596,37.5,0.75,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.363726236,0.377566465,28.88711983,3373.43684
197,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.545094508,0.468763134,38.85217322,7207.4203
314,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.572725923,0.483047479,39.20306912,7322.60914
670,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.443419908,0.404358198,31.10161493,4802.6043
50,25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,24,0.39,0.451291733,0.414830175,33.29902167,5221.35741
251,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.601161249,0.496997462,41.50248162,7639.54789
348,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.566076664,0.480779062,38.82636429,7150.9817
451,12.5,0.25,0.38,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.595052932,0.497978979,41.35738644,7322.60914
672,25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.429210588,0.423763672,33.3406292,4926.27902
588,25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.539252868,0.463020067,37.62889677,6677.62443
672,25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.572725923,0.487056813,39.98873363,7303.58812
388,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.547743879,0.524273231,40.03902035,7761.15796
585,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.448841436,0.42727728,33.59602928,4975.88538
113,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.39936701,0.409976946,31.92881551,4320.87416
257,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.520637077,0.417915449,37.83085922,6673.304
112,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.50706065,0.454080207,36.21076317,5898.01573
554,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.396762494,0.382996774,29.3286186,4489.22384
36,25,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.262139643,0.35441498,27.44242745,2384.72892
527,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.427020997,0.430905502,32.31099546,4808.60902
536,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.449195313,0.413380913,31.79835142,4865.39997
345,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.550116044,0.470881708,38.53456885,6626.8515
724,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.494677622,0.443754909,34.94019505,5942.42162
643,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.532627825,0.465680233,37.55181473,6451.10052
537,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.46274257,0.433195442,34.87061011,5205.3203
642,25,0.5,0.38,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.429580755,0.405525072,31.13021301,4568.67217
177,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.584016198,0.491169185,40.03764422,7041.38018
329,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.532482559,0.446518367,36.31013579,6493.25828
175,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.397278517,0.394711432,31.64262219,4079.91244
105,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.535364693,0.448972519,37.87903588,6852.97971
280,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.535863236,0.446434723,37.23938598,7575.80124
346,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.459356717,0.40878935,32.79766623,5663.06579
727,20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.392583006,0.405558182,30.88504716,4016.3616
259,12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.583077181,0.497978979,40.45342047,7963.93931
327,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.482854142,0.436376172,34.64257354,5291.89688
572,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.565085745,0.471871207,38.45252155,6795.88187
673,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.511413154,0.476928353,38.70734774,6822.97163
40,25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.447668818,0.426228043,33.32452765,4924.35736
462,25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.507541905,0.45386752,36.6742427,6071.2289
341,12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.611462998,0.509645194,41.05919357,7914.17118
514,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.404225284,0.404796043,31.38338142,4684.89321
71,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.403217329,0.40030353,30.27497178,4248.35505
521,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.451083154,0.433844688,31.59741611,4830.95981
527,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.40294843,0.409260571,31.85521692,4282.70063
726,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.427020997,0.425220363,33.23244939,4558.98072
473,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.383786508,0.386415506,30.88504716,3900.34404
581,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.488485703,0.436042539,34.87598919,5492.81699
471,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.464365879,0.412478904,33.97877886,5556.37228
193,12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.476178181,0.438669933,34.78105469,5498.43844
691,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.567975637,0.471713424,38.61011529,7044.56761
71,12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,16,0.26,0.520637077,0.460795368,37.62977375,6277.16867
317,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.546259537,0.445284233,35.8744954,6909.43
559,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.362183686,0.395893563,29.37060684,3712.99786
575,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,1,0.1,0.524635459,0.462463546,37.03329756,6521.29112
535,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.33163021,0.377566465,27.3454535,3269.27176
703,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.449875425,0.426773305,33.4416065,5085.84473
453,25,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.429580755,0.397915162,33.31178956,4926.27902
514,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.564981991,0.460180133,37.55556802,6663.00068
562,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.506346175,0.453338519,36.09379556,6071.2289
340,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.590337413,0.492641907,41.44744954,7162.43364
568,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.505120461,0.453994528,35.11807556,6281.91711
763,20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,3.77,0.06,0.509933842,0.429710486,33.23980604,5898.01573
714,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.52661476,0.46389552,39.81661146,6870.34212
615,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.615611893,0.508018854,42.13008169,7829.514
107,12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.427278346,0.42727728,31.11060535,4418.44126
697,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.498696418,0.424609234,36.96933887,6361.48951
458,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.464365879,0.412661872,33.87425241,5711.85174
340,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.553032347,0.468493268,38.93451187,6645.56998
175,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.610993712,0.509645194,42.93452098,7198.42285
543,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.43687052,0.413096652,31.44841986,4768.59437
341,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.61854944,0.503991707,43.95536146,8104.93497
172,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.583428227,0.492820232,41.72079694,7206.90196
50,25,0.25,0.25,0.25,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.397278517,0.395387929,29.25251948,4587.38557
764,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.589622441,0.46389552,40.0282126,7241.37053
564,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.500557995,0.448972519,35.8744954,5575.39447
206,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.449877074,0.42727728,33.29656697,5360.87391
237,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.394441163,0.396927831,31.6656798,4232.76231
324,12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.638323095,0.511116064,43.2784975,7835.76779
187,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.603544257,0.500653697,42.24537298,7963.93931
545,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.442869304,0.42727728,33.97729329,4813.45285
743,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.566645314,0.464066853,39.23411184,6475.89456
741,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.523845567,0.431201835,34.66515546,6320.23893
631,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.346410766,0.388819023,29.13659362,3662.18313
332,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.58704878,0.495799217,41.19101338,7558.00588
24,25,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,34,0.56,0.460205797,0.431122059,33.47013876,5124.8549
635,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.481472551,0.424609234,33.221987,5722.57676
695,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.524577301,0.472468254,39.91734321,6731.71221
565,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.402838656,0.401091418,30.5797224,4167.45124
663,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.476202171,0.410575532,33.95797729,5865.38472
722,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.566645314,0.464561582,37.96686445,6412.47345
232,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.462013355,0.424902006,34.30007912,5128.16351
327,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.593029845,0.496618271,41.76622653,7183.10038
564,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.480072982,0.423988312,34.89995717,5720.72316
719,25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.551775489,0.471125278,37.77937909,6514.63899
472,25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.346410766,0.388819023,29.80324762,4228.81888
308,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.529511192,0.464892019,37.67361372,6465.37205
542,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.474162324,0.427430828,34.30007912,5498.46022
178,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.429210588,0.398863863,31.43977899,4387.74185
488,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.44371199,0.424311942,33.11609108,5042.64034
291,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.538604193,0.46389552,37.3001964,6752.01695
292,12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.605758307,0.503636289,42.48753914,7903.51351
258,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.480707687,0.41390409,33.84753901,5628.8828
555,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.556301788,0.455238354,37.5842361,6529.98232
